crossover_mean,crossover_med,crossover_max
0.7088277277912252,0.9727570987300006,0.9999999812194783
0.5735781076326306,0.7841526681822127,0.9999997950264065
0.6481573600993621,0.8561638366474804,0.9999998535601895
0.5890017296235223,0.8604134171457221,0.9999989580715484
0.48822713554151664,0.909514475256394,0.999999936923106
0.5121274176623241,0.785215270108401,0.9999999959176028
0.5258253546389251,0.9416734592963256,0.9999997574687949
0.7333017645290861,0.9777556188850922,0.9999997602666403
0.27827775477064354,0.4648089315557815,0.9999999516650352
0.5640707813684739,0.8430529323211751,0.9999999257254268
0.6394539010122827,0.9466475817559606,0.999999821124806
0.6261347523295954,0.930486186458725,0.9999994008912171
0.7486768150672437,0.9941967789576494,0.9999999979950868
0.7429646669813297,0.9096240755855798,0.9999997398084319
0.20764117881601216,0.8360915036366636,0.9999996909626827
0.7724011459601954,0.9953424182017762,0.9999999929576306
0.7293623056393681,0.8661745296130572,0.9999998239411053
0.8739730082762174,0.9993353617779241,0.9999999977058094
0.5555110860041974,0.6535204351627912,0.9999985540569267
0.4289592448591084,0.4360317911442626,0.9999978230032088
0.60086802224472,0.871215326423374,0.9999996082054322
0.8135114600014043,0.995945300904761,0.9999999930067499
0.7308293066517831,0.991822712332663,0.9999999831606786
0.8129953949743032,0.9981532360814509,0.9999999955600031
0.7268270363583921,0.9880242563677878,0.9999999526156261
0.7561328129595787,0.9917869605543329,0.9999999855338233
0.6674536114568544,0.9751032837736986,0.9999999899551569
0.8198875845689876,0.9960299059143719,0.999999990266377
0.7840754866575014,0.9934850590688654,0.9999998002762953
0.7812737830808444,0.9927303625752564,0.9999999762138735
0.6739850513346635,0.9846070296309527,0.999999995870902
0.7508021822255395,0.996882519967158,0.9999999743568383
0.6591039771417476,0.9365988474506177,0.9999999996513654
0.7482757307982075,0.9932027169947069,0.9999999929000237
0.8253556850305657,0.9983514994037136,0.9999999846243983
0.563135497869629,0.5950038589501387,0.9999998572197368
0.7513491020009184,0.9673209774505831,0.9999990815806744
0.7504794274100576,0.8601554774798363,0.9999984050691971
0.5883423108246605,0.9484778580701618,0.9999999902159515
0.7507440066552898,0.8505082086433174,0.9999977514859131
0.7281045024717137,0.9945290481064047,0.9999999885966537
0.6853381216303447,0.9535581516899091,0.9999998253377433
0.7703377231015079,0.9927834792496713,0.9999997167610639
0.8026206958598188,0.9920670056550336,0.9999999609895017
0.6366781972254322,0.832583984052912,0.9999990972152534
0.5861080124343064,0.9353270192586551,0.999999794724927
0.6016908780494687,0.991355378285286,0.9999999993626625
0.6425144370705965,0.9147510361393034,0.9999999696733834
0.6673160273447799,0.8548918043536502,0.999998859610186
0.5839025545522837,0.9206016748368832,0.9999999680029966
0.5789053693852454,0.9234894488670982,0.9999999807315791
0.7272490364389895,0.9966512582227987,0.999999949502225
0.6154407371111973,0.955809297687699,0.9999999988552362
0.5640663125693367,0.7284253185301872,0.9999999958213955
0.6035370054337111,0.952040623566639,0.9999999969949125
0.7557737161750477,0.9968431438560281,0.9999999776481241
0.6415696521304431,0.9963273275841936,0.9999999738531054
0.7722048713233439,0.9943910695915578,0.9999999591803245
0.7961112574979651,0.9934544424679677,0.9999999993936283
0.7307280667050352,0.9617931101422322,0.9999999927908381
0.7451007294312315,0.9508265569910513,0.9999996208937048
0.5932033337857854,0.8739731078544422,0.9999999098292895
0.789061461022838,0.9976506391686217,0.9999999885503187
0.7050480449770121,0.9919049274971624,0.9999999243243386
0.827096196637301,0.9971851057912045,0.9999999912351497
0.5485685048742929,0.9285553169056888,0.9999999176436005
0.753227991702767,0.9432681985666933,0.9999998694290478
0.7578615852908378,0.9930432479001355,0.9999999878112896
0.626573720082345,0.9602204950575397,0.9999999162147565
0.7710287613582375,0.9923650875263679,0.9999999942455005
0.5446118809066629,0.9950257486130821,0.9999999962916157
0.6420068343761766,0.9655818117955894,0.9999998278642455
0.5830207030435561,0.986416792457672,0.9999999989789923
0.6817938150239345,0.9746611437579068,0.9999999873041312
0.8240110250737723,0.9949322487935592,0.9999999982406663
0.5588431526391758,0.9758036142569149,0.9999996709762932
0.6580286725948126,0.8411740864995351,0.99999991863302
0.826891841261552,0.9990099171239595,0.9999999202983052
0.7335036991856658,0.9882465905277007,0.9999999905465665
0.6097157004991688,0.9802712237996809,0.9999999808005638
0.49313451970265326,0.897523687027951,0.9999998686516266
0.5996274456915703,0.9892233415122439,0.9999999991840061
0.545512124250498,0.8304949478761255,0.9999999614496808
0.5774433732434301,0.9865510939095116,0.9999998840980507
0.7824160652651299,0.9317521679092615,0.9999999022552559
0.7035642462738172,0.9336597292172857,0.999999728104375
0.48976343951301504,0.9695827119207153,0.9999998034303313
0.8029801534707186,0.9984821732789533,0.9999999890524762
0.7498443640998282,0.9909559233657919,0.999999843890967
0.8045168635890493,0.9906001257872206,0.9999998655491568
0.6384396424233266,0.9931973009313461,0.9999999938930958
0.5751165358237977,0.7534209624883265,0.9999999239861324
0.7978789981321125,0.9942846147610369,0.9999999929437631
0.7752849567736168,0.9972499205274091,0.9999999837380033
0.7709887609208909,0.9903746689177118,0.9999999805698635
0.6194831808341484,0.9307601749431165,0.9999999539107269
0.83974567672478,0.9984974192476206,0.9999999966943014
0.7152622286456676,0.8487868332419461,0.9999999155632621
0.5841229169488822,0.9225516970325915,0.9999999795548492
0.8356788058508722,0.9939590619248788,0.9999999909669103
0.6061260802943658,0.9440985692325508,0.9999999250293956
0.8632197936470215,0.9992611476081871,0.999999999652175
0.7750597873155929,0.9934820236437758,0.9999998448628251
0.7576448515393877,0.9901800515123707,0.9999999292848796
0.6102885195669997,0.9664715301693055,0.9999998178596026
0.6887865650657945,0.8756680255427123,0.9999999188747131
0.5785226835158696,0.996898470695163,0.9999999910280222
0.6612936149432802,0.9072869475641385,0.9999990083056977
0.5704704963600662,0.9590601870583155,0.9999998863104954
0.7926975196389038,0.9956316491032875,0.9999999828513736
0.784582983083867,0.9938364696888846,0.9999999979483787
0.7822091889819387,0.9988015363662631,0.9999999934924235
0.7885842322724135,0.9852523152739416,0.9999999705417107
0.7823920740171432,0.9973437107621091,0.9999999989342719
0.6110782734612524,0.9763116277138186,0.9999999713779292
0.4779723780444074,0.7846617436602916,0.999998840606421
0.7717982161912293,0.9343085533187317,0.9999998478755675
0.5912742696735666,0.9935057778513336,0.9999999974321255
0.6941975926691216,0.9971472883215077,0.9999999995450776
0.41143669946759764,0.5877379451148279,0.9999994689840288
0.7197552551371272,0.98163389572047,0.9999999799978357
0.5861965285494389,0.7452535569873513,0.9999946128638668
0.5786917534859342,0.9709622220115153,0.999999872047096
0.46052092591223603,0.4251304165746921,0.9999989862021851
0.8040469805060284,0.9963203611905855,0.999999887786769
0.6829327453433502,0.9657831273547054,0.9999999769787469
0.7847705278998296,0.9772065327519255,0.9999980690029693
0.7503729356433444,0.9887439494846133,0.9999997988604313
0.5826627470157015,0.7957655422383697,0.9999997381226006
0.704427883050501,0.980776155511468,0.99999989418169
0.6200522495747547,0.9745650010258035,0.9999998564816053
0.6941329897898126,0.897224048206502,0.999999885970073
0.7314660828208734,0.846845756678326,0.9999998762284625
0.8250075585276126,0.9975736482899533,0.999999944848774
0.7619052173411355,0.9911410823798924,0.9999998568921582
0.6960371488889974,0.7697512794735312,0.9999994377677118
0.5790057832023778,0.9439149656404606,0.9999999645431498
0.6844416086743289,0.8241404554092779,0.9999996984917789
0.4417026392325038,0.6113633750034286,0.9999999296534658
0.7972566997651547,0.9953891797442822,0.9999997885444311
0.6441171592329249,0.9054104265839067,0.9999991729748765
0.6663830690298583,0.9653326705991061,0.9999999030654575
0.6153596601607543,0.8248446538462172,0.9999997362057359
0.5841477539325886,0.9830824491306656,0.9999996968055777
0.6632531167588867,0.9836623832577345,0.9999999152765288
0.6086419160657378,0.9220704222950528,0.9999998756305118
0.8448231917566468,0.9770633769067621,0.9999993185532078
0.8297596971380603,0.9991794590525626,0.9999999400541042
0.6312474365782446,0.8186183998593628,0.9999965856141934
0.7273653540996787,0.9987364165010103,0.9999999958614041
0.5064592771263758,0.9932567982795198,0.999999954245493
0.7071374993895932,0.9221558384064261,0.9999995661897988
0.63963627928426,0.8448737800017487,0.9999841101838729
0.48188997320280974,0.7674349114565763,0.9999999825829179
0.4142096415410432,0.6051677921821416,0.9999999892027688
0.5868353941040617,0.9716606774017131,0.9999994109551916
