crossover_mean,crossover_med,crossover_max
0.879283134679189,0.9990213810732813,0.9999999087599934
0.5922845307967426,0.8170127365575908,0.9999999465760837
0.752321081950936,0.9781360305921085,0.9999998130830274
0.5552138250436152,0.8781269259942138,0.9999995930884551
0.7543977685392455,0.9941164010722185,0.9999999950571259
0.48208309662456744,0.6968190772926911,0.9999990857037673
0.5645817917413012,0.876208095790774,0.9999999666200431
0.7430838793739888,0.9985652046528974,0.9999999955997297
0.8482962230925714,0.998146636045743,0.9999999976003912
0.777003407704,0.9960732854414536,0.9999999661920379
0.4452505349421498,0.6221787288186202,0.9999997180763593
0.730028820266524,0.9425616605970761,0.9999996959833422
0.6539626525192728,0.7443703459300869,0.9999983831736893
0.8377761241939854,0.9986493757733181,0.9999999923456383
0.8363861228327566,0.9979718075024413,0.9999999914176222
0.7891026765046123,0.9975635379668203,0.9999999508927518
0.3382512788682156,0.3970677487799449,0.9999978930267697
0.5515821388142994,0.6812293930225535,0.9999886180596002
0.6613138461664964,0.850855289741742,0.9999983024471374
0.6326771685525985,0.9924634735869662,0.9999998455517646
0.7396565096588507,0.9854614353396725,0.9999999678696427
0.527247683617,0.7891352493489541,0.9999988660586873
0.6887234947255175,0.9043282772412816,0.9999999581312068
0.4604786241026051,0.9455215482664838,0.9999989034700291
0.7562798656158314,0.9975144560983702,0.9999999804673894
0.7446865180829303,0.8978191036984178,0.9999964308259227
0.580414739132561,0.6264478955447503,0.9999999376404325
0.711776804737768,0.8403170916313891,0.9999999673068627
0.7260605319299598,0.9955249321932207,0.9999999965554179
0.6088034616951152,0.8079754491205835,0.9999997260480171
0.43139480385029544,0.7123538415411087,0.9999997960688
0.6949193635958492,0.9850864520554847,0.9999999968325229
0.7930407200671579,0.9853273918584421,0.9999999770290892
0.5060520115167186,0.5304016164226895,0.9999997786932088
0.6256104082358096,0.8679542547657721,0.9999997899379178
0.6223044811209828,0.8360765237285186,0.9999998986225447
0.6413014143322154,0.9535052539394344,0.9999982227444176
0.43508878246736654,0.9752820615987303,0.9999999954676623
0.5583236640230028,0.8942904509816074,0.9999999706931797
0.5714546115031929,0.9064368038352338,0.9999999958645492
0.6100619501656072,0.8276142117416406,0.9999999148797646
0.5687789630632405,0.9950224255349575,0.9999999479139018
0.8521017595075134,0.9944983477838427,0.9999999480334726
0.7739487127142182,0.9968835620471175,0.9999999850539307
0.5440539871131482,0.9769268238172918,0.9999999202822814
0.7768076406185499,0.9656858367014911,0.9999999687897535
0.5770868434917552,0.9367312437270995,0.9999998910903045
0.66316786883918,0.8730343040667468,0.9999995528876184
0.5711388976266664,0.7188906499883688,0.9999999181044179
0.5829667051857108,0.9884172745426572,0.9999999835390148
0.7415069820466711,0.9964318946778845,0.9999999638094812
0.6923186783916149,0.9835062879763807,0.999999981634319
0.7601957193595821,0.8838357892199743,0.9999988164146844
0.5539276762740468,0.8795094600791371,0.9999986254359315
0.6214192577015365,0.9614929308678353,0.9999948984257463
0.6530738154452832,0.9684867122099899,0.9999999563232818
0.717025317799241,0.9772872884719286,0.9999999932396944
0.6853922942653321,0.9828023130352512,0.9999999946421518
0.5488609349428615,0.718177504534186,0.999991724686428
0.7537229042335759,0.9950132333806054,0.9999999835853782
0.5581135997268061,0.783388801725025,0.9999990861654305
0.5829485229873598,0.7883401330410678,0.9999982597217597
0.371955463173449,0.5554638796591194,0.9999990515478581
0.7708471852597242,0.9892164819264817,0.9999999972967967
0.6687894967919762,0.9857503207221279,0.999999640535984
0.5667243495681039,0.7673952781399056,0.9999997213070306
0.691360568360272,0.980322530449031,0.9999999676407865
0.7846282247044003,0.9663653861818822,0.9999999602764986
0.6031612356243781,0.7996507887514328,0.9999975420112533
0.8018997258835138,0.9909138838018405,0.9999999243171311
0.5986503996217855,0.7323722344303927,0.9999998008765778
0.502867888843601,0.5307382732038486,0.9999965696073091
